Aperture angle (mrad),Resolution (nm)
0.0005,7.641601562500001
0.0005714285714285715,6.60400390625
0.0006428571428571429,5.810546875000001
0.0007142857142857143,5.200195312500001
0.0007857142857142857,4.6875
0.0008571428571428572,4.28466796875
0.0009285714285714286,3.9306640625000004
0.001,3.7353515625
0.0010714285714285715,3.4667968750000004
0.001142857142857143,3.23486328125
0.0012142857142857144,3.0395507812500004
0.0012857142857142859,2.880859375
0.0013571428571428571,2.72216796875
0.0014285714285714288,2.587890625
0.0015,2.5024414062500004
0.0015714285714285715,2.3925781250000004
0.001642857142857143,2.2949218750000004
0.0017142857142857144,2.197265625
0.0017857142857142859,2.1362304687500004
0.0018571428571428573,2.0751953125
0.0019285714285714288,2.01416015625
0.002,1.9775390625
0.0020714285714285713,1.9531250000000002
0.002142857142857143,1.9165039062500002
0.0022142857142857146,1.9042968750000004
0.002285714285714286,1.8798828125000002
0.002357142857142857,1.89208984375
0.002428571428571429,1.89208984375
0.0025,1.904296875
0.0025714285714285717,1.9287109375000002
0.002642857142857143,1.9531250000000002
0.0027142857142857147,1.9775390625
0.002785714285714286,2.0019531250000004
0.002857142857142857,2.0263671875000004
0.002928571428571429,2.0385742187500004
0.003,2.06298828125
0.0030714285714285717,2.06298828125
0.003142857142857143,2.05078125
0.0032142857142857147,2.0385742187500004
0.003285714285714286,2.0263671875000004
0.0033571428571428576,2.0263671875000004
0.003428571428571429,2.0263671875000004
0.0035,2.0263671875000004
0.0035714285714285718,2.01416015625
0.003642857142857143,2.0385742187500004
0.0037142857142857147,2.0385742187500004
0.003785714285714286,2.0263671875000004
0.0038571428571428576,2.0263671875000004
0.003928571428571429,2.0263671875000004
0.004,2.0263671875000004
0.004200000000000001,2.0263671875000004
0.0064571428571428575,2.0263671875000004
0.008714285714285716,2.0263671875000004
0.010971428571428573,2.0263671875000004
0.01322857142857143,2.0263671875000004
0.015485714285714287,2.0263671875000004
0.017742857142857144,2.0263671875000004
0.02,2.0263671875000004
